stn	time.yy	time.mm	time.dd	time.hh	str.diffus	wetbulb	gls	prestahs	tre200h0	ure200h0	fkl010h0	dkl010h0	dni
PAY	2021	2	9	23	0	-0.2	0	942.6	0.1	95	2.3	22	0
PAY	2021	2	10	0	0	-0.3	0	942.1	-0.2	97.7	1.8	40	0
PAY	2021	2	10	1	0	-0.4	0	941.5	-0.3	97.6	2.2	34	0
PAY	2021	2	10	2	0	-0.5	0	941.3	-0.5	99.4	1.5	20	0
PAY	2021	2	10	3	0	-0.4	0	941.3	-0.3	99.1	0.9	339	0
PAY	2021	2	10	4	0	-0.3	0	941.5	-0.2	97.7	1.1	217	0
PAY	2021	2	10	5	0	-0.3	0	941.8	-0.1	98.2	1.2	225	0
PAY	2021	2	10	6	0	-0.1	0	941.6	0	96.6	1.2	195	0
PAY	2021	2	10	7	0	-0.1	0	941.8	0	98.3	0.2	207	0
PAY	2021	2	10	8	0	-0.1	21	942.3	0.1	98.2	1	84	113.1539256
PAY	2021	2	10	9	0	0.1	91	943	0.5	96.3	1.3	81	287.3583391
PAY	2021	2	10	10	0	0.7	190	943.6	1.3	93.3	1.2	70	458.9526291
PAY	2021	2	10	11	0	1.3	240	944.3	2.1	90.7	1.3	76	509.6758416
PAY	2021	2	10	12	0	1.9	279	944.7	2.3	91	1.4	45	577.0302899
PAY	2021	2	10	13	0	2.4	228	945.1	3.8	88.5	1	74	505.5436751
PAY	2021	2	10	14	0	4.5	162	945.5	6.6	77.3	3.1	225	431.3352603
PAY	2021	2	10	15	0	5	109	946.4	6.4	80.1	4.8	229	415.4086319
PAY	2021	2	10	16	0	4.8	28	947.1	6	82.8	4.7	238	234.9698326
PAY	2021	2	10	17	0	3.9	0	948.4	4.6	79.3	3.2	253	0
PAY	2021	2	10	18	0	2.7	0	949.8	4.5	69.3	3.4	248	0
PAY	2021	2	10	19	0	1.5	0	951.2	3.2	69.2	4.5	249	0
PAY	2021	2	10	20	0	0.9	0	952.3	2.3	76.4	2.8	257	0
PAY	2021	2	10	21	0	0.3	0	953.6	1.5	74.5	2	261	0
PAY	2021	2	10	22	0	-0.6	0	954.6	-0.2	81.3	3.1	35	0
PAY	2021	2	10	23	0	-1.3	0	955.8	-0.4	82.3	3.8	51	0
PAY	2021	2	11	0	0	-2.1	0	957	-1.2	77.8	4.2	70	0
PAY	2021	2	11	1	0	-2.5	0	957.7	-1.4	78.8	3.7	58	0
PAY	2021	2	11	2	0	-2.7	0	958.6	-1.7	79.5	3.4	51	0
PAY	2021	2	11	3	0	-3.1	0	959.1	-2.1	77.6	3.1	46	0
PAY	2021	2	11	4	0	-3.5	0	959.7	-2.6	77.9	3.7	56	0
PAY	2021	2	11	5	0	-4	0	960.4	-2.9	76.9	4	50	0
PAY	2021	2	11	6	0	-4.4	0	961	-3.6	78.8	4.7	31	0
PAY	2021	2	11	7	0	-4.7	0	961.8	-3.9	82.6	4.5	31	0
PAY	2021	2	11	8	0	-5.1	23	962.3	-4.2	80.8	4.8	29	120.9552852
PAY	2021	2	11	9	0	-5.2	65	962.5	-4.4	80.2	4.9	36	202.2169698
PAY	2021	2	11	10	0	-5.1	183	962.9	-3.8	75.1	4.7	37	436.8681181
PAY	2021	2	11	11	0	-4.7	352	962.8	-3.4	75.6	4.8	31	739.6835232
PAY	2021	2	11	12	0	-4.7	230	962.9	-3.6	75.6	5.3	35	470.8053895
PAY	2021	2	11	13	0	-4.7	181	963.2	-3.6	77.2	5	35	396.9549168
PAY	2021	2	11	14	0	-4.6	157	963.4	-3.5	76.4	4.3	37	412.6755146
PAY	2021	2	11	15	0	-4.8	104	963.9	-3.6	75.3	4.7	33	389.3698544
PAY	2021	2	11	16	0	-4.8	57	963.9	-3.9	75.6	4.2	36	460.9179859
PAY	2021	2	11	17	0	-5.1	17	964.5	-4.1	76.1	4.5	36	0
PAY	2021	2	11	18	0	-5.7	0	964.7	-4.6	76	4.9	43	0
PAY	2021	2	11	19	0	-6	0	965.1	-5	74.7	4.9	41	0
PAY	2021	2	11	20	0	-6.3	0	964.8	-5.4	74.8	5.2	44	0
PAY	2021	2	11	21	0	-6.4	0	965	-5.3	76.6	4.6	50	0
PAY	2021	2	11	22	0	-6.4	0	965	-5.3	73.8	4.4	45	0
PAY	2021	2	11	23	0	-6.5	0	964.9	-5.5	75.6	4.4	44	0
PAY	2021	2	12	0	0	-6.5	0	964.6	-5.5	77.6	4.2	48	0
PAY	2021	2	12	1	0	-6.6	0	964.6	-5.7	76.6	4	47	0
PAY	2021	2	12	2	0	-6.6	0	964.7	-5.7	77.8	3.8	47	0
PAY	2021	2	12	3	0	-6.7	0	964.5	-5.8	77.5	3.9	37	0
PAY	2021	2	12	4	0	-6.8	0	964.4	-6	78.7	4.1	41	0
PAY	2021	2	12	5	0	-7	0	964.2	-6.3	79.1	4	43	0
PAY	2021	2	12	6	0	-7	0	963.9	-6.3	81.2	4.1	49	0
PAY	2021	2	12	7	0	-7	0	964.1	-6.4	81.3	3.8	47	0
PAY	2021	2	12	8	0	-7.1	14	964.2	-6.3	82.4	3.6	43	71.87011883
PAY	2021	2	12	9	0	-7	54	964.1	-6.2	81.2	4.3	40	165.5094279
PAY	2021	2	12	10	0	-6.8	94	963.8	-6	80.2	4.3	37	221.7739539
PAY	2021	2	12	11	0	-6.7	96	964.1	-5.8	79.1	4.2	38	199.6172518
PAY	2021	2	12	12	0	-6.6	119	963.9	-5.7	77.9	3.9	43	241.0963602
PAY	2021	2	12	13	0	-6.1	154	963.6	-5	74.9	3.9	41	334.0757166
PAY	2021	2	12	14	0	-6.2	154	963.6	-5	73.8	4.5	35	399.6537085
PAY	2021	2	12	15	0	-6.1	82	963.7	-4.8	75.3	3.8	40	301.6680513
PAY	2021	2	12	16	0	-6.1	29	963.8	-5	76.4	4.2	39	226.2390582
PAY	2021	2	12	17	0	-5.9	4	964	-4.7	71.4	3.8	42	0
PAY	2021	2	12	18	0	-6.2	0	964.3	-4.8	68.2	4.8	44	0
PAY	2021	2	12	19	0	-6.2	0	964.4	-4.8	66	4.8	44	0
PAY	2021	2	12	20	0	-6.2	0	964.6	-4.8	67.8	4.5	40	0
PAY	2021	2	12	21	0	-6.2	0	964.9	-4.8	67	5	43	0
PAY	2021	2	12	22	0	-6.4	0	965.1	-5.2	66.6	4.8	42	0
PAY	2021	2	12	23	0	-6.8	0	965.6	-5.5	66	5.8	41	0
PAY	2021	2	13	0	0	-7	0	966.2	-5.7	65.1	6	41	0
PAY	2021	2	13	1	0	-7.2	0	966.4	-5.8	65.8	5.4	42	0
PAY	2021	2	13	2	0	-7.4	0	966.6	-6.1	66.8	5.4	38	0
PAY	2021	2	13	3	0	-7.5	0	966.9	-6.4	66.8	5.1	40	0
PAY	2021	2	13	4	0	-7.8	0	967.4	-6.6	69	5.2	41	0
PAY	2021	2	13	5	0	-7.9	0	967.7	-6.7	69.1	4.4	47	0
PAY	2021	2	13	6	0	-8.1	0	967.9	-7	68.1	4.4	40	0
PAY	2021	2	13	7	0	-8.4	0	968.7	-7.3	70	5.2	37	0
PAY	2021	2	13	8	0	-8.5	21	968.6	-7.3	70.8	4.7	41	105.2554853
PAY	2021	2	13	9	0	-8.4	61	969.4	-7.2	70.3	4.7	32	184.2004983
PAY	2021	2	13	10	0	-8.1	123	969.9	-6.8	68.7	4.7	37	286.7958783
PAY	2021	2	13	11	0	-7.9	166	970.3	-6.4	65.8	4.9	35	341.5578308
PAY	2021	2	13	12	0	-7.4	211	970.2	-5.9	63.5	5	35	423.1258039
PAY	2021	2	13	13	0	-7	233	970.2	-5.3	64	5.2	34	499.9960614
PAY	2021	2	13	14	0	-6.9	166	970.7	-5.4	63.1	4.9	36	425.3750392
PAY	2021	2	13	15	0	-6.8	104	971	-4.9	62.7	5.1	40	376.0467617
PAY	2021	2	13	16	0	-6.7	49	971.2	-5.2	63.6	4.3	51	369.2187086
PAY	2021	2	13	17	0	-6.6	7	971.7	-5.1	65.3	4.1	55	0
PAY	2021	2	13	18	0	-6.8	0	972.2	-5.2	64	4.4	50	0
PAY	2021	2	13	19	0	-6.7	0	972.8	-5.2	65.4	3.4	47	0
PAY	2021	2	13	20	0	-6.8	0	973.3	-5.3	63.3	3.4	36	0
PAY	2021	2	13	21	0	-7	0	973.6	-5.4	62.5	4	34	0
PAY	2021	2	13	22	0	-7.2	0	973.6	-5.8	64.1	4.2	43	0
PAY	2021	2	13	23	0	-7.6	0	973.9	-6.2	62.1	4.6	42	0
PAY	2021	2	14	0	0	-7.8	0	974	-6.3	61.4	3.6	45	0
PAY	2021	2	14	1	0	-8	0	974.1	-6.5	61.6	4	34	0
PAY	2021	2	14	2	0	-8	0	974.3	-6.7	64.7	3.7	34	0
PAY	2021	2	14	3	0	-8	0	974.6	-6.8	69.4	3.2	41	0
PAY	2021	2	14	4	0	-8.3	0	975.1	-7	65.8	3.7	44	0
PAY	2021	2	14	5	0	-8.3	0	975.2	-6.9	67	3.1	46	0
PAY	2021	2	14	6	0	-8.1	0	975.5	-6.9	68.4	3.1	38	0
PAY	2021	2	14	7	0	-8.1	1	975.5	-7.1	70.8	3.1	32	21.05889378
PAY	2021	2	14	8	0	-8.1	37	976.2	-6.8	68.7	2.7	31	181.1001554
PAY	2021	2	14	9	0	-7.5	116	976.8	-5.7	66.6	2.1	23	345.1138271
PAY	2021	2	14	10	0	-6.9	224	977.5	-5.2	67.6	2.2	20	516.1854422
PAY	2021	2	14	11	0	-5.9	411	977.4	-3.5	64.4	2	353	836.8269153
PAY	2021	2	14	12	0	-5	536	977	-2.9	63.5	1.9	342	1000
PAY	2021	2	14	13	0	-4.5	523	976.8	-2	60	1.7	328	1000
PAY	2021	2	14	14	0	-3.6	447	976.3	-0.9	60.9	2.3	24	1000
PAY	2021	2	14	15	0	-3.2	337	976.2	-1.3	60.8	2.8	15	1000
PAY	2021	2	14	16	0	-3.1	185	976.1	-1.2	62.6	2.7	18	1000
PAY	2021	2	14	17	0	-3.4	31	976	-1.6	65.8	2.1	9	0
PAY	2021	2	14	18	0	-3.5	0	976.4	-2.5	80	1.1	22	0
PAY	2021	2	14	19	0	-4	0	976.2	-2.7	74.7	0.8	50	0
PAY	2021	2	14	20	0	-4.1	0	976	-3.3	77.1	1	96	0
PAY	2021	2	14	21	0	-4.2	0	976.3	-3.3	80.8	1.1	144	0
PAY	2021	2	14	22	0	-4.4	0	976.3	-3.8	81.4	1.3	176	0
PAY	2021	2	14	23	0	-4.8	0	976.3	-3.8	80.2	1.8	193	0
PAY	2021	2	15	0	0	-4.7	0	976.2	-3.9	83.3	1.8	204	0
PAY	2021	2	15	1	0	-4.5	0	976.3	-3.5	80.8	1.9	202	0
PAY	2021	2	15	2	0	-4.5	0	975.8	-3.6	85.3	1.5	194	0
PAY	2021	2	15	3	0	-4	0	975.3	-3.1	81.7	2.5	197	0
PAY	2021	2	15	4	0	-3.9	0	975.2	-2.9	80.7	2.1	205	0
PAY	2021	2	15	5	0	-3.9	0	975.2	-3.2	85.5	1.8	208	0
PAY	2021	2	15	6	0	-4	0	974.9	-3.2	87.7	0.9	146	0
PAY	2021	2	15	7	0	-3.9	5	974.9	-3	87.2	0.9	149	95.87927902
PAY	2021	2	15	8	0	-3.4	65	975.2	-1.8	84.9	1.1	156	310.7513276
PAY	2021	2	15	9	0	-2.4	136	975.4	-1.2	84.6	0.8	225	398.6594779
PAY	2021	2	15	10	0	-1.4	354	975.3	0.7	70.7	1.2	288	806.2297221
PAY	2021	2	15	11	0	0	419	974.8	2.4	67.3	1.5	323	844.221337
PAY	2021	2	15	12	0	0.8	288	974	4.9	45.3	2.8	222	565.8676925
PAY	2021	2	15	13	0	1.5	295	973.5	5.2	50.5	4.4	231	619.5667714
PAY	2021	2	15	14	0	1.6	137	973	5.3	50	3.2	217	342.3989327
PAY	2021	2	15	15	0	1.7	76	972.7	4.8	55.3	3.1	210	265.6607417
PAY	2021	2	15	16	0	1.5	26	972.5	4.6	54.2	2.5	218	183.3517743
PAY	2021	2	15	17	0	1.2	5	972.4	3.9	57.7	2.5	225	0
PAY	2021	2	15	18	0	0.9	0	972.5	3.1	63.4	1.7	225	0
PAY	2021	2	15	19	0	1.3	0	972.3	4.3	60.1	3	228	0
PAY	2021	2	15	20	0	1.6	0	972.1	4.8	56.9	3.3	231	0
PAY	2021	2	15	21	0	1.7	0	971.5	4	64.7	2.8	205	0
PAY	2021	2	15	22	0	1.7	0	971.6	4.5	61	3.4	245	0
PAY	2021	2	15	23	0	1.8	0	971.2	4.4	62.9	3.1	228	0
PAY	2021	2	16	0	0	1.8	0	971.2	4.2	63.3	2.6	217	0
PAY	2021	2	16	1	0	1.7	0	970.7	4	64.7	2.1	213	0
PAY	2021	2	16	2	0	1.5	0	970	3.1	72.4	1.7	222	0
PAY	2021	2	16	3	0	1.3	0	969.5	2.6	77.1	1.3	86	0
PAY	2021	2	16	4	0	1.3	0	969.2	2.8	75.8	0.8	99	0
PAY	2021	2	16	5	0	1.1	0	968.7	2.3	79.3	0.9	217	0
PAY	2021	2	16	6	0	0.9	0	968	1.4	86.8	1.4	63	0
PAY	2021	2	16	7	0	0.3	5	967.6	1.1	85.7	0.7	135	87.89078556
PAY	2021	2	16	8	0	0.6	80	967.4	2.3	81.1	1	193	373.6517473
PAY	2021	2	16	9	0	2.1	231	966.7	4.7	71.3	1.4	207	667.1956666
PAY	2021	2	16	10	0	2.8	334	966	6	60.1	1.3	243	751.8143624
PAY	2021	2	16	11	0	3.8	480	965.4	7.5	54.3	1.7	309	957.0733792
PAY	2021	2	16	12	0	4.8	529	964.6	10.1	50.5	1.5	318	1000
PAY	2021	2	16	13	0	5.4	400	963.7	9.3	56.1	2.2	49	831.1868823
PAY	2021	2	16	14	0	5.4	232	962.8	9.7	52.2	1.7	74	572.7297275
PAY	2021	2	16	15	0	5.3	203	961.9	9.7	49.4	3.3	213	697.9454202
PAY	2021	2	16	16	0	5.4	145	961.3	8.5	59.2	1.7	214	990.6930555
PAY	2021	2	16	17	0	4.5	37	961.2	6.4	68	1.3	67	0
PAY	2021	2	16	18	0	4.1	0	961.6	6.8	64.2	2.2	235	0
PAY	2021	2	16	19	0	3.5	0	961.6	4.9	73.8	2.5	247	0
PAY	2021	2	16	20	0	4.4	0	961.7	7.3	66.7	2.3	243	0
PAY	2021	2	16	21	0	5.2	0	962.2	9.2	61.6	2.9	233	0
PAY	2021	2	16	22	0	6.1	0	962.6	9.5	61.6	6.1	215	0
PAY	2021	2	16	23	0	6.2	0	963.1	9.3	65.2	5.6	209	0
PAY	2021	2	17	0	0	6.3	0	963.7	8.8	69.1	4.8	214	0
PAY	2021	2	17	1	0	6.3	0	964.2	7.9	80.4	4.9	219	0
PAY	2021	2	17	2	0	6.2	0	964.2	7.6	80.5	4.3	214	0
PAY	2021	2	17	3	0	6.1	0	964.6	7.6	79.2	4.1	215	0
PAY	2021	2	17	4	0	5.4	0	964.8	6.4	84.8	3.8	201	0
PAY	2021	2	17	5	0	5.4	0	965.2	6	85.7	3.5	208	0
PAY	2021	2	17	6	0	4.7	0	964.9	4.9	89.1	3.1	206	0
PAY	2021	2	17	7	0	3.6	5	965.2	3.8	89	2.7	196	81.0329158
PAY	2021	2	17	8	0	4	75	965.7	5.3	87.2	2.2	214	342.3057343
PAY	2021	2	17	9	0	5.2	218	966	7.7	74.9	2.3	207	620.4384184
PAY	2021	2	17	10	0	5.7	384	965.6	9.7	53.7	2.7	211	854.3141687
PAY	2021	2	17	11	0	6.3	514	965.4	10.5	52.6	3.2	255	1000
PAY	2021	2	17	12	0	6.7	544	964.8	10.9	52.3	3.3	232	1000
PAY	2021	2	17	13	0	6.8	534	964.3	11.7	48.4	2.3	273	1000
PAY	2021	2	17	14	0	6.9	466	963.8	11.4	48.2	2	346	1000
PAY	2021	2	17	15	0	6.9	349	963.3	11.6	48.4	1.9	36	1000
PAY	2021	2	17	16	0	6.6	185	962.9	11.2	49.5	1.3	52	1000
PAY	2021	2	17	17	0	6.1	42	962.7	8.4	64.2	1.5	39	0
PAY	2021	2	17	18	0	4.5	0	962.9	5.6	73.6	1.2	90	0
PAY	2021	2	17	19	0	3.5	0	962.9	5.7	71.1	1.2	162	0
PAY	2021	2	17	20	0	2.6	0	963	2.7	85.4	1.5	194	0
PAY	2021	2	17	21	0	1.4	0	963.1	2.2	86.2	2.1	200	0
PAY	2021	2	17	22	0	1.1	0	963	1.9	85.6	1.4	188	0
PAY	2021	2	17	23	0	0.4	0	962.7	0.7	90.2	1.5	176	0
PAY	2021	2	18	0	0	-0.3	0	962.7	0.2	91.3	1.4	194	0
PAY	2021	2	18	1	0	-1	0	962.5	-0.8	95.3	1.8	205	0
PAY	2021	2	18	2	0	-0.9	0	962.1	-0.7	93.2	1.9	193	0
PAY	2021	2	18	3	0	-1.3	0	961.8	-1.2	95.3	1.8	197	0
PAY	2021	2	18	4	0	-1.3	0	961.8	-1.4	95.8	1.2	174	0
PAY	2021	2	18	5	0	-1.5	0	961.6	-1.7	96.4	1.2	169	0
PAY	2021	2	18	6	0	-1.7	0	961.2	-1.5	95.5	0.9	202	0
PAY	2021	2	18	7	0	-2	10	961	-1.9	96.8	0.9	124	150.1720825
PAY	2021	2	18	8	0	-1.1	111	961.2	0	91.7	0.8	180	495.1691227
PAY	2021	2	18	9	0	0.5	238	960.9	1.6	85.6	0.9	329	667.4926614
PAY	2021	2	18	10	0	1	237	960.7	2.3	85	1.5	343	521.1626782
PAY	2021	2	18	11	0	2.1	262	960.8	4.1	82.9	1	304	511.6552575
PAY	2021	2	18	12	0	3.2	333	960.1	5.4	76.3	1.3	27	634.7780789
PAY	2021	2	18	13	0	4.2	261	959.3	5.7	76.9	1.4	15	531.0340725
PAY	2021	2	18	14	0	4.3	195	958.8	6.4	73.7	1.8	43	469.8444149
PAY	2021	2	18	15	0	4.8	173	958.4	6.9	74.5	1.6	56	575.8514795
PAY	2021	2	18	16	0	4.8	109	958.1	6.5	74	1.5	13	700.9821603
PAY	2021	2	18	17	0	4.2	31	958.4	4.9	83.4	1.2	261	0
PAY	2021	2	18	18	0	3.2	0	958.5	2.7	92.6	0.9	146	0
PAY	2021	2	18	19	0	2.8	0	958.8	4.5	81.6	2.1	82	0
PAY	2021	2	18	20	0	3.2	0	959.3	4.2	83.8	1.8	270	0
PAY	2021	2	18	21	0	3	0	960	5.6	79.2	1.8	90	0
PAY	2021	2	18	22	0	5.7	0	960.3	9.3	66.1	2.6	248	0
PAY	2021	2	18	23	0	6.6	0	960.4	9.8	63.3	4.3	220	0
PAY	2021	2	19	0	0	6.7	0	960.9	10.1	61.7	4.1	214	0
PAY	2021	2	19	1	0	6.7	0	960.6	9.3	67.6	3.8	212	0
PAY	2021	2	19	2	0	6.5	0	960.6	9.4	66.1	3.9	195	0
PAY	2021	2	19	3	0	6.3	0	960.6	8.7	69.5	3.7	199	0
PAY	2021	2	19	4	0	6.2	0	960.9	9	66.7	3.2	205	0
PAY	2021	2	19	5	0	6.3	0	961.3	9.4	64.9	3.5	220	0
PAY	2021	2	19	6	0	6	0	961.5	8.3	69.1	3.5	223	0
PAY	2021	2	19	7	0	5.5	6	961.9	7.5	72.1	2.2	217	83.86056866
PAY	2021	2	19	8	0	5.3	35	962.2	6.5	81.3	1.4	195	152.6444629
PAY	2021	2	19	9	0	5.7	157	962.6	8.1	75.7	1.7	6	433.9365911
PAY	2021	2	19	10	0	6.4	254	962.5	9.4	69.8	2.3	41	552.0980422
PAY	2021	2	19	11	0	7.2	453	962.3	10.8	61.3	1.7	25	875.5664928
PAY	2021	2	19	12	0	8.2	532	961.6	12.7	58.3	1.3	333	1000
PAY	2021	2	19	13	0	8.3	511	961.2	14.2	43.9	3.5	250	1000
PAY	2021	2	19	14	0	8.4	453	960.8	14.3	48.3	2.9	225	1000
PAY	2021	2	19	15	0	8.6	338	960.5	14.1	48	2.3	245	1000
PAY	2021	2	19	16	0	8.8	167	960.5	13.9	50	1.8	223	1000
PAY	2021	2	19	17	0	8.5	57	960.5	10.8	69.2	1.7	36	0
PAY	2021	2	19	18	0	7	0	960.7	7.3	80.9	1.8	77	0
PAY	2021	2	19	19	0	5.9	0	961.3	6.6	81.3	1.3	191	0
PAY	2021	2	19	20	0	4.7	0	961.6	4.6	87.6	1.7	204	0
PAY	2021	2	19	21	0	4.1	0	961.8	4.5	86.6	1.5	196	0
PAY	2021	2	19	22	0	3.7	0	961.9	4.6	85.5	2.5	192	0
PAY	2021	2	19	23	0	2.7	0	961.9	2.6	93.1	2.1	191	0
PAY	2021	2	20	0	0	2.6	0	961.9	2.3	93.7	1.6	180	0
PAY	2021	2	20	1	0	2.3	0	962	2.6	91.6	1.5	201	0
PAY	2021	2	20	2	0	1.9	0	962.1	2.4	90.3	1.5	188	0
PAY	2021	2	20	3	0	1.2	0	961.6	1.7	92.9	1.9	205	0
PAY	2021	2	20	4	0	0.5	0	961.4	0.5	95.1	1.3	84	0
PAY	2021	2	20	5	0	0.3	0	961.6	0.5	94.9	1.1	135	0
PAY	2021	2	20	6	0	0.5	0	961.8	0.9	95.4	1.9	195	0
PAY	2021	2	20	7	0	0.1	7	962.3	0.2	95.6	1.5	153	91.41707165
PAY	2021	2	20	8	0	0.5	121	962.8	1.8	93.8	1.1	187	516.0458216
PAY	2021	2	20	9	0	3.1	276	962.9	5	83.9	1.2	236	751.8404491
PAY	2021	2	20	10	0	4.6	407	962.7	7.5	76.1	1.3	333	874.4920837
PAY	2021	2	20	11	0	6.2	520	962.2	8.9	69.7	1.5	24	994.7888908
PAY	2021	2	20	12	0	7.3	573	961.7	10.9	68.7	2.1	344	1000
PAY	2021	2	20	13	0	8.1	559	961	12.3	61.2	1.8	4	1000
PAY	2021	2	20	14	0	8.8	491	960.5	13	57.9	1.9	19	1000
PAY	2021	2	20	15	0	8.8	373	960.1	13	56.8	2.2	25	1000
PAY	2021	2	20	16	0	8.9	215	960	13.1	56	1.8	25	1000
PAY	2021	2	20	17	0	7.9	48	960	9.5	70.2	2.1	11	0
PAY	2021	2	20	18	0	6.2	0	960.4	7.8	77.6	1	61	0
PAY	2021	2	20	19	0	5.2	0	960.8	4.8	90	1.3	139	0
PAY	2021	2	20	20	0	4.6	0	961	4.8	90.1	1.6	196	0
PAY	2021	2	20	21	0	3.6	0	961.1	3.7	92.6	1.7	207	0
PAY	2021	2	20	22	0	3.1	0	961.3	4.3	89	1.9	193	0
PAY	2021	2	20	23	0	2.9	0	961.5	4	85.3	1.5	196	0
PAY	2021	2	21	0	0	1.8	0	961.6	1	95.3	0.8	191	0
PAY	2021	2	21	1	0	0.7	0	961.6	0.3	95.3	1.2	90	0
PAY	2021	2	21	2	0	0.6	0	961.4	0.6	92.6	1.2	135	0
PAY	2021	2	21	3	0	-0.1	0	961.4	0.2	87.3	1.4	186	0
PAY	2021	2	21	4	0	-0.7	0	961.5	-0.5	90.5	1	198	0
PAY	2021	2	21	5	0	-0.6	0	961.7	0.1	86.7	1.1	194	0
PAY	2021	2	21	6	0	-0.9	0	961.5	-0.1	86.1	1	180	0
PAY	2021	2	21	7	0	-1.6	6	961.8	-1.4	91.8	0.9	63	73.47336384
PAY	2021	2	21	8	0	-0.7	134	962	0.8	87.6	0.9	146	558.9943595
PAY	2021	2	21	9	0	1.1	293	961.9	3.1	86.9	1	270	786.7017526
PAY	2021	2	21	10	0	3.2	427	961.5	6.9	66.8	1	309	906.9684384
PAY	2021	2	21	11	0	5.2	544	961.1	8.5	62.9	1.7	345	1000
PAY	2021	2	21	12	0	6.5	590	960.6	10.5	57.5	1.5	351	1000
PAY	2021	2	21	13	0	7.7	574	959.7	12.6	51.3	1.6	51	1000
PAY	2021	2	21	14	0	8.4	504	959.1	13.4	52.5	2.3	349	1000
PAY	2021	2	21	15	0	8.6	384	958.8	13.6	52.1	1.7	349	1000
PAY	2021	2	21	16	0	8.3	228	958.6	13.5	47.3	1.6	32	1000
PAY	2021	2	21	17	0	8	64	958.5	10.6	63	1.9	47	0
PAY	2021	2	21	18	0	6.2	0	958.8	7.8	70.1	1.5	82	0
PAY	2021	2	21	19	0	4.8	0	959	5.8	80.7	1.1	140	0
PAY	2021	2	21	20	0	4	0	959.2	4.3	87.1	1	153	0
PAY	2021	2	21	21	0	3.5	0	959.9	4	86.9	1.7	197	0
PAY	2021	2	21	22	0	2.9	0	960.5	2.9	89.6	2.1	195	0
PAY	2021	2	21	23	0	1.8	0	960.9	1.7	91	1.9	184	0
PAY	2021	2	22	0	0	1.4	0	961.3	1.3	93	1.5	198	0
PAY	2021	2	22	1	0	0.9	0	962	1	90.3	1.7	195	0
PAY	2021	2	22	2	0	0.4	0	962.2	1	88.3	1.4	162	0
PAY	2021	2	22	3	0	0.1	0	962.3	0.7	89.9	1.5	169	0
PAY	2021	2	22	4	0	-0.2	0	962.6	0.6	89.5	0.9	360	0
PAY	2021	2	22	5	0	-0.2	0	963.2	-0.2	92.8	0.9	360	0
PAY	2021	2	22	6	0	-0.6	0	963.2	-0.3	92.5	1.4	153	0
PAY	2021	2	22	7	0	-0.7	9	963.7	-0.4	93.3	1.6	197	103.6684714
PAY	2021	2	22	8	0	0.2	68	964.5	1.6	85.5	1.4	158	277.5385059
PAY	2021	2	22	9	0	1.4	109	964.8	2.4	86.8	1	0	288.4919105
PAY	2021	2	22	10	0	2.2	134	964.8	4	82.5	1	8	281.3831233
PAY	2021	2	22	11	0	3	168	965	5	73.3	0.9	297	314.9078018
PAY	2021	2	22	12	0	3.9	173	965	6.2	76.5	1.4	360	316.999079
PAY	2021	2	22	13	0	5	305	964.8	8.8	63.3	1.2	297	595.5255303
PAY	2021	2	22	14	0	5.8	279	965.1	8.9	64.6	1.5	351	641.3534796
PAY	2021	2	22	15	0	6.2	202	965.9	9.3	66.4	1.2	29	632.0301962
PAY	2021	2	22	16	0	6.3	81	966.3	8.8	67.1	0.6	90	466.0730212
PAY	2021	2	22	17	0	6	26	967.4	8.1	72.8	1.4	231	0
PAY	2021	2	22	18	0	5	0	968.7	5.7	83.1	1.1	27	0
PAY	2021	2	22	19	0	4.3	0	969.6	5.2	84.8	1.2	270	0
PAY	2021	2	22	20	0	3.6	0	970.2	4	87.9	1.2	246	0
PAY	2021	2	22	21	0	3.2	0	971	3.8	88	1.2	130	0
PAY	2021	2	22	22	0	2.7	0	971.7	3.2	88.2	1.3	99	0
PAY	2021	2	22	23	0	2.1	0	972.4	2.4	91.1	1.4	153	0
PAY	2021	2	23	0	0	1.9	0	972.9	2.7	88.5	1	140	0
PAY	2021	2	23	1	0	1.8	0	973.3	2.1	88.9	1	198	0
PAY	2021	2	23	2	0	1.1	0	973.8	1.9	87.5	1.4	180	0
PAY	2021	2	23	3	0	0.6	0	973.9	1.3	87.9	1	174	0
PAY	2021	2	23	4	0	0.4	0	974.6	1.4	88.2	1.3	185	0
PAY	2021	2	23	5	0	0.3	0	975	0.3	91.8	1.1	112	0
PAY	2021	2	23	6	0	0.1	0	975.4	0.5	89.7	1.1	180	0
PAY	2021	2	23	7	0	0.1	12	976	-0.1	92.5	1.2	153	130.3943931
PAY	2021	2	23	8	0	0.7	105	976.7	2.4	85.8	1.1	83	419.400736
PAY	2021	2	23	9	0	3	246	976.9	5.8	79.3	1.5	202	641.8718523
PAY	2021	2	23	10	0	4.5	376	977.2	7.6	69.9	1.4	45	780.6175853
PAY	2021	2	23	11	0	5.7	480	977.6	8.9	64	2.1	6	890.6946897
PAY	2021	2	23	12	0	6.4	522	977.5	10.6	57.3	1.7	343	947.2528916
PAY	2021	2	23	13	0	7.5	511	977.1	13	55.2	1.3	60	987.7531646
PAY	2021	2	23	14	0	8.3	449	976.6	13.6	48.8	1	9	1000
PAY	2021	2	23	15	0	9	333	976.4	14.3	49.4	1.4	333	1000
PAY	2021	2	23	16	0	9.1	185	976.6	14	47.4	1.5	330	1000
