stn	time.yy	time.mm	time.dd	time.hh	tre200h0	wetbulb	prestahs	ure200h0	dew	gls	dni	str.diffus	fkl010h0	oli000h0
PAY	2021	3	10	8	0.9	-1.4	96.37	79.4	-3.22	209	319.5250655	102	1.4	233
PAY	2021	3	10	9	3	0.6	96.4	70.2	-2.96	319	410.4353053	127	1.3	239
PAY	2021	3	10	10	5.5	2	96.37	64.3	-1.64	513	672.0905474	133	1.2	240
PAY	2021	3	10	11	7.4	3.1	96.31	53.8	-1.84	625	817.9804856	117	1.5	248
PAY	2021	3	10	12	8.3	4	96.25	46.1	-2.48	639	730.6562258	178	1.8	255
PAY	2021	3	10	13	8.9	4.2	96.2	42	-2.7	652	607.303105	291	2.5	251
PAY	2021	3	10	14	9.5	4.2	96.13	42	-2.1	576	813.2004742	158	1.8	257
PAY	2021	3	10	15	10.3	4.7	96.06	42	-1.3	455	835.0283035	125	1.7	263
PAY	2021	3	10	16	10.4	5.1	96	42.6	-1.08	247	727.4086058	68	2	262
PAY	2021	3	10	17	8.6	4.5	96.02	51.5	-1.1	109	1000	12	2	271
PAY	2021	3	10	18	7.6	3.9	96	48	-2.8	5	0	0	2.6	299
PAY	2021	3	10	19	7.5	3.4	96.02	47.7	-2.96	0	0	0	2.3	314
PAY	2021	3	10	20	5.8	3	96.03	56.8	-2.84	0	0	0	1.8	301
PAY	2021	3	10	21	6.6	3	96.01	54.5	-2.5	0	0	0	2	313
PAY	2021	3	10	22	7.9	3.3	95.97	45.5	-3	0	0	0	3.8	320
PAY	2021	3	10	23	8.4	3.5	95.9	43.5	-2.9	0	0	0	3.6	323
PAY	2021	3	11	0	8.2	3.6	95.86	45.8	-2.64	0	0	0	4.3	327
PAY	2021	3	11	1	8	3.7	95.83	48.3	-2.34	0	0	0	4.9	329
PAY	2021	3	11	2	8	3.7	95.77	48.2	-2.36	0	0	0	4.4	332
PAY	2021	3	11	3	8.8	3.9	95.73	45.8	-2.04	0	0	0	4.2	335
PAY	2021	3	11	4	9.1	4.6	95.71	47.8	-1.34	0	0	0	6.2	339
PAY	2021	3	11	5	9.2	4.7	95.7	47.1	-1.38	0	0	0	4.4	340
PAY	2021	3	11	6	8.9	4.6	95.72	49	-1.3	0	0	9	5.3	339
PAY	2021	3	11	7	9.6	4.6	95.75	45.6	-1.28	20	0	75	6	335
PAY	2021	3	11	8	10.5	5.3	95.77	45.2	-0.46	80	20.54758388	73	5.9	342
PAY	2021	3	11	9	11	5.9	95.78	46.7	0.34	183	215.4071534	81	6.8	345
PAY	2021	3	11	10	11.4	6.2	95.72	48.1	1.02	151	71.80383867	110	7.3	346
PAY	2021	3	11	11	12.4	7.3	95.63	51.3	2.66	197	90.98544973	140	8.2	347
PAY	2021	3	11	12	12.4	7.9	95.58	57.5	3.9	170	67.59166601	127	8.3	348
PAY	2021	3	11	13	12.9	8.6	95.47	57.7	4.44	191	0	200	8.3	338
PAY	2021	3	11	14	13.2	8.9	95.36	57.6	4.72	92	19.27455197	82	8.4	341
PAY	2021	3	11	15	13.3	9	95.29	58	4.9	78	10.00519734	74	7.7	351
PAY	2021	3	11	16	13.3	9.2	95.23	58.9	5.08	122	95.80917281	98	8.9	346
PAY	2021	3	11	17	12.1	9.1	95.25	66.9	5.48	41	320.4807208	15	9.1	350
PAY	2021	3	11	18	9.6	8.9	95.45	80.4	5.68	0	0	0	10.3	358
PAY	2021	3	11	19	9.5	7.8	95.57	81.4	5.78	0	0	0	8.7	344
PAY	2021	3	11	20	9.9	7.4	95.62	66.7	3.24	0	0	0	8.2	328
PAY	2021	3	11	21	8.7	7	95.68	78.9	4.48	0	0	0	6.1	292
PAY	2021	3	11	22	9.7	6.5	95.77	61.4	1.98	0	0	0	7.9	287
PAY	2021	3	11	23	9.2	6.1	95.82	60.8	1.36	0	0	0	7.3	295
PAY	2021	3	12	0	7.6	5.7	95.88	71.3	1.86	0	0	0	6.7	331
PAY	2021	3	12	1	8	5.2	95.93	62.6	0.52	0	0	0	5.1	318
PAY	2021	3	12	2	7.4	4.2	95.91	54.6	-1.68	0	0	0	6.7	256
PAY	2021	3	12	3	6.3	3.3	95.92	58.7	-1.96	0	0	0	5.8	247
PAY	2021	3	12	4	5.7	2.8	95.94	58.8	-2.54	0	0	0	5.8	244
PAY	2021	3	12	5	4.4	2.1	95.98	64.9	-2.62	0	0	0	3.8	241
PAY	2021	3	12	6	3.4	1.8	96	72.6	-2.08	0	0	12	3.4	253
PAY	2021	3	12	7	4.5	1.9	95.99	67.5	-2	69	0	85	2.8	245
PAY	2021	3	12	8	6.3	3	95.99	63.9	-0.92	230	193.3737993	163	2.6	245
PAY	2021	3	12	9	8.1	4	95.99	55.2	-0.86	404	335.9454357	243	5.3	252
PAY	2021	3	12	10	7.9	4.5	95.95	54.9	-1.12	501	483.8803471	222	6.1	258
PAY	2021	3	12	11	9.1	4.8	95.91	53.5	-0.2	449	303.8513661	257	5.9	274
PAY	2021	3	12	12	8.7	4.5	95.88	49.4	-1.42	286	254.1379404	123	6.4	300
PAY	2021	3	12	13	8.6	4.5	95.86	51.7	-1.06	178	86.02971685	126	4.8	315
PAY	2021	3	12	14	9.4	4.7	95.81	50.2	-0.56	294	194.8072155	192	4.8	297
PAY	2021	3	12	15	10	4.8	95.76	42.8	-1.44	207	170.6373916	138	4.8	296
PAY	2021	3	12	16	9.5	4.6	95.73	39.3	-2.64	235	604.1591076	81	6.4	292
PAY	2021	3	12	17	9.1	4.3	95.72	46.3	-1.64	74	690.8731972	15	6.5	299
PAY	2021	3	12	18	7.8	4.1	95.74	52.2	-1.76	7	0	0	6	258
PAY	2021	3	12	19	6.7	3.6	95.76	55.7	-2.16	0	0	0	4.9	254
PAY	2021	3	12	20	6.6	3.2	95.79	54.6	-2.48	0	0	0	4.9	268
PAY	2021	3	12	21	6.9	3.2	95.81	53.2	-2.46	0	0	0	4.9	298
PAY	2021	3	12	22	7.1	3.4	95.84	54.5	-2	0	0	0	5.6	302
PAY	2021	3	12	23	7.3	3.8	95.85	56.8	-1.34	0	0	0	5.2	324
PAY	2021	3	13	0	6.6	4	95.84	66	-0.2	0	0	0	7.4	316
PAY	2021	3	13	1	6.5	4	95.81	66.3	-0.24	0	0	0	6	308
PAY	2021	3	13	2	5.8	3.7	95.73	69.9	-0.22	0	0	0	4.9	283
PAY	2021	3	13	3	5.5	3.7	95.66	71.7	-0.16	0	0	0	5.1	268
PAY	2021	3	13	4	6.1	3.4	95.62	63.8	-1.14	0	0	0	5.8	256
PAY	2021	3	13	5	6.3	3.3	95.61	61.2	-1.46	0	0	0	5.9	284
PAY	2021	3	13	6	6.4	3.3	95.58	59.5	-1.7	1	0	7	6.1	289
PAY	2021	3	13	7	7	3.5	95.58	55.5	-1.9	57	176.0021883	23	8	279
PAY	2021	3	13	8	7.7	3.9	95.61	55.3	-1.24	170	289.5349227	68	8.7	293
PAY	2021	3	13	9	9.5	4.5	95.54	46.5	-1.2	386	548.4972397	120	9	295
PAY	2021	3	13	10	9.4	4.8	95.44	46.6	-1.28	316	276.5544403	155	10	316
PAY	2021	3	13	11	10.1	5	95.41	46.5	-0.6	293	147.5014356	199	10.4	311
PAY	2021	3	13	12	11.8	5.8	95.3	40.6	-0.08	695	918.6934397	101	11	287
PAY	2021	3	13	13	10.6	5.6	95.25	44.7	-0.46	291	270.7541551	126	11.4	328
PAY	2021	3	13	14	11.5	5.8	95.14	43.5	0.2	383	372.8628886	186	11	319
PAY	2021	3	13	15	10.6	5.7	95.12	44.3	-0.54	238	347.2586093	96	11.7	326
PAY	2021	3	13	16	10.4	5.4	95.1	45.3	-0.54	133	219.8365623	76	11	326
PAY	2021	3	13	17	5.9	5	95.29	82.8	2.46	12	0	17	10.3	337
PAY	2021	3	13	18	5.1	4.2	95.32	87.1	2.52	0	0	0	6.5	335
PAY	2021	3	13	19	5.5	4.3	95.27	83.8	2.26	0	0	0	6.6	330
PAY	2021	3	13	20	5.7	4.2	95.31	78.7	1.44	0	0	0	8.3	306
PAY	2021	3	13	21	6.1	3.9	95.32	70.3	0.16	0	0	0	8	300
PAY	2021	3	13	22	5.9	4	95.32	74	0.7	0	0	0	8.1	326
PAY	2021	3	13	23	3.7	3.4	95.24	85.9	0.88	0	0	0	8.9	331
PAY	2021	3	14	0	2.6	2.8	95.32	89.1	0.42	0	0	0	5.5	324
PAY	2021	3	14	1	3.4	2.3	95.32	85.3	0.46	0	0	0	5.7	320
PAY	2021	3	14	2	3.5	2.3	95.33	81.5	-0.2	0	0	0	6.2	306
PAY	2021	3	14	3	3.3	1.7	95.46	74.5	-1.8	0	0	0	7	294
PAY	2021	3	14	4	3.2	1.3	95.6	66.9	-3.42	0	0	0	5.6	297
PAY	2021	3	14	5	2.9	0.8	95.65	68.3	-3.44	0	0	0	5.2	303
PAY	2021	3	14	6	1.2	0.6	95.75	88.7	-1.06	0	0	15	5.6	276
PAY	2021	3	14	7	2.4	0.7	95.78	72.7	-3.06	32	0	95	5.9	295
PAY	2021	3	14	8	4.1	1.1	95.82	54.4	-5.02	277	293.2143131	172	5.5	280
PAY	2021	3	14	9	3.6	1.4	95.87	69.2	-2.56	196	0	210	5.9	302
PAY	2021	3	14	10	5	2.4	95.85	67.9	-1.42	471	411.7586223	229	6.1	286
PAY	2021	3	14	11	4.1	2	95.9	67	-2.5	243	0	309	6.5	301
PAY	2021	3	14	12	3.9	2	95.9	73.3	-1.44	180	0	260	6	311
PAY	2021	3	14	13	3.4	2.2	95.9	81.1	-0.38	185	0	293	6.1	319
PAY	2021	3	14	14	4.4	2.6	95.92	73.7	-0.86	195	0	235	5.4	316
PAY	2021	3	14	15	4.3	2.8	95.98	82.8	0.86	136	0	175	4.9	323
PAY	2021	3	14	16	4.7	3.2	95.99	77.5	0.2	126	83.44445436	104	5	314
PAY	2021	3	14	17	4.8	3	96.01	73.5	-0.5	30	95.83909701	21	4.6	317
PAY	2021	3	14	18	3.1	2.6	96.08	88.4	0.78	0	0	0	4.4	320
PAY	2021	3	14	19	2.3	1.9	96.13	90.9	0.48	0	0	0	4.9	315
PAY	2021	3	14	20	3.2	2.1	96.16	84.9	0.18	0	0	0	4.4	312
PAY	2021	3	14	21	2.7	2.1	96.17	89.4	0.58	0	0	0	4.2	305
PAY	2021	3	14	22	2.5	2	96.15	91	0.7	0	0	0	5.4	300
PAY	2021	3	14	23	2.8	2.2	96.16	90.8	0.96	0	0	0	4.6	312
PAY	2021	3	15	0	3.5	2.4	96.11	83.6	0.22	0	0	0	4.2	321
PAY	2021	3	15	1	3.2	2.4	96.12	85	0.2	0	0	0	5.3	308
PAY	2021	3	15	2	3.2	2.2	96.07	82.9	-0.22	0	0	0	5	300
PAY	2021	3	15	3	2.7	1.8	95.98	88.6	0.42	0	0	0	4.9	316
PAY	2021	3	15	4	2.5	2	95.93	92.1	0.92	0	0	0	5.1	319
PAY	2021	3	15	5	2.5	1.9	95.91	89.8	0.46	0	0	0	5.3	310
PAY	2021	3	15	6	2.5	1.9	95.86	90.2	0.54	1	0	19	5.1	318
PAY	2021	3	15	7	2	1.7	95.83	91.5	0.3	4	0	75	5.7	321
PAY	2021	3	15	8	2.1	1.6	95.85	91.5	0.4	40	0	120	5.4	321
PAY	2021	3	15	9	2.7	2	95.89	91.7	1.04	71	0	238	5.7	322
PAY	2021	3	15	10	3	2.3	95.89	90.7	1.14	160	0	205	6.1	323
PAY	2021	3	15	11	3.8	2.8	95.88	87	1.2	197	13.88885204	188	6.4	318
PAY	2021	3	15	12	4.5	3.2	95.89	84	1.3	297	207.0447092	161	6.9	319
PAY	2021	3	15	13	5.3	3.9	95.84	81.1	1.52	434	314.8935967	239	6.4	317
PAY	2021	3	15	14	4.5	3.9	95.81	83.3	1.16	321	284.5130851	168	6.6	318
PAY	2021	3	15	15	4.1	3.5	95.85	86.3	1.36	71	0	85	5.5	329
PAY	2021	3	15	16	4.1	3.2	95.93	89.3	1.96	109	212.6916156	52	3.8	319
PAY	2021	3	15	17	4.4	3.4	95.99	87.3	1.86	47	417.7571137	6	4	300
PAY	2021	3	15	18	4.2	3.5	96.09	87.2	1.64	1	0	0	3.1	318
PAY	2021	3	15	19	3.4	3	96.16	90.3	1.46	0	0	0	3.5	270
PAY	2021	3	15	20	3.3	2.6	96.19	87.5	0.8	0	0	0	2.6	300
PAY	2021	3	15	21	1.7	1.8	96.27	94.4	0.58	0	0	0	2.6	299
PAY	2021	3	15	22	1.5	1.2	96.26	92.9	0.08	0	0	0	2.8	260
PAY	2021	3	15	23	1.6	1.3	96.3	95.3	0.66	0	0	0	2.8	288
PAY	2021	3	16	0	2.1	1.5	96.37	90.2	0.14	0	0	0	2.9	279
PAY	2021	3	16	1	1.9	1.6	96.42	89.9	-0.12	0	0	0	2.7	286
PAY	2021	3	16	2	1.7	1.1	96.43	89.3	-0.44	0	0	0	2.3	245
PAY	2021	3	16	3	1.1	0.8	96.46	93.3	-0.24	0	0	0	2	297
PAY	2021	3	16	4	1.3	0.8	96.51	91.7	-0.36	0	0	0	1.6	278
PAY	2021	3	16	5	1	0.7	96.58	93.7	-0.26	0	0	0	1.4	300
PAY	2021	3	16	6	1.3	0.9	96.63	91.8	-0.34	0	0	22	2	302
PAY	2021	3	16	7	1.7	1	96.68	88.9	-0.52	22	0	91	2.5	299
PAY	2021	3	16	8	2.7	1.3	96.75	81.7	-0.96	50	0	67	1.9	304
PAY	2021	3	16	9	3.8	1.8	96.82	73.9	-1.42	183	0	191	2.4	299
PAY	2021	3	16	10	4.6	2	96.84	64.5	-2.5	276	233.8069635	136	2.4	301
PAY	2021	3	16	11	5	2	96.82	59.3	-3.14	251	64.28668116	209	2.7	306
PAY	2021	3	16	12	4.8	2	96.84	59.2	-3.36	171	0	194	2.6	310
PAY	2021	3	16	13	5.5	2.1	96.79	60.7	-2.36	307	73.70199105	261	1.8	304
PAY	2021	3	16	14	5.9	2.5	96.75	55.2	-3.06	395	291.2844234	237	3.4	294
PAY	2021	3	16	15	5.9	2.6	96.72	55.7	-2.96	372	729.1306526	64	3.1	291
PAY	2021	3	16	16	5.5	2.5	96.69	61.2	-2.26	153	205.6416652	97	2.9	303
PAY	2021	3	16	17	5.1	2.1	96.68	56.2	-3.66	45	263.7600001	18	2.6	309
PAY	2021	3	16	18	4.4	2.1	96.69	64.3	-2.74	4	0	0	2.5	314
PAY	2021	3	16	19	3.2	1.7	96.69	76.9	-1.42	0	0	0	3.3	313
PAY	2021	3	16	20	2.4	1.6	96.66	87.3	-0.14	0	0	0	3.5	316
PAY	2021	3	16	21	1.9	1.5	96.62	92.2	0.34	0	0	0	3	321
PAY	2021	3	16	22	1.8	1.4	96.58	92.5	0.3	0	0	0	2.1	324
PAY	2021	3	16	23	1.4	1.1	96.5	94.3	0.26	0	0	0	2.3	321
PAY	2021	3	17	0	1.2	1	96.44	94.6	0.12	0	0	0	2.3	320
PAY	2021	3	17	1	1.2	0.8	96.36	94.6	0.12	0	0	0	2	317
PAY	2021	3	17	2	1.4	1	96.29	93.7	0.14	0	0	0	2	313
PAY	2021	3	17	3	1.5	1.1	96.26	93.3	0.16	0	0	0	1.9	316
PAY	2021	3	17	4	1.4	1.1	96.27	92.9	-0.02	0	0	0	1.6	315
PAY	2021	3	17	5	1.5	1.1	96.26	93.3	0.16	0	0	0	1.6	304
PAY	2021	3	17	6	1.5	1.1	96.29	92.9	0.08	0	0	23	1	307
PAY	2021	3	17	7	1.9	1.3	96.33	93.1	0.52	9	0	65	0.7	311
PAY	2021	3	17	8	2.1	1.5	96.38	90	0.1	49	0	86	1	307
PAY	2021	3	17	9	2.8	1.9	96.4	91.3	1.06	106	3.939146832	104	1.1	314
PAY	2021	3	17	10	3.8	2.6	96.42	82.4	0.28	209	167.1403187	108	1.1	322
PAY	2021	3	17	11	4.3	2.9	96.4	78.9	0.08	258	242.9331828	98	1.8	316
PAY	2021	3	17	12	4.7	3.1	96.41	78.1	0.32	275	245.8634544	111	1.8	314
PAY	2021	3	17	13	4.7	3.2	96.41	78.7	0.44	189	141.498681	100	2.5	316
PAY	2021	3	17	14	6.4	3.6	96.37	68	0	445	632.4733374	99	2.6	291
PAY	2021	3	17	15	6.9	3.8	96.36	60.8	-0.94	480	927.6845803	84	3	290
PAY	2021	3	17	16	5.8	3.3	96.36	60.7	-2.06	305	871.2254721	64	4.3	282
PAY	2021	3	17	17	5	2.5	96.38	64.7	-2.06	66	412.8560461	22	2.9	263
PAY	2021	3	17	18	4.3	2.5	96.41	68.8	-1.94	11	0	0	2.3	288
PAY	2021	3	17	19	2.6	1.6	96.41	78.7	-1.66	0	0	0	1.3	259
PAY	2021	3	17	20	2.5	1.5	96.41	86.3	-0.24	0	0	0	1	302
PAY	2021	3	17	21	2.7	1.7	96.4	84.2	-0.46	0	0	0	1.4	307
PAY	2021	3	17	22	2.5	1.8	96.43	87.7	0.04	0	0	0	2.1	312
PAY	2021	3	17	23	2.1	1.6	96.44	89.3	-0.04	0	0	0	3	311
PAY	2021	3	18	0	1.7	1.4	96.45	93.6	0.42	0	0	0	1.9	314
PAY	2021	3	18	1	1.8	1.4	96.45	95.5	0.9	0	0	0	2.1	315
PAY	2021	3	18	2	1.3	0.7	96.41	82.1	-2.28	0	0	0	4.1	302
PAY	2021	3	18	3	0.6	0.1	96.38	93.5	-0.7	0	0	0	2.9	297
PAY	2021	3	18	4	0.6	0.3	96.4	95	-0.4	0	0	0	2.3	296
PAY	2021	3	18	5	0.8	0.4	96.43	90.8	-1.04	0	0	0	2.9	300
PAY	2021	3	18	6	0.5	-0.1	96.42	87.6	-1.98	2	0	24	3.4	276
PAY	2021	3	18	7	0.5	-0.4	96.42	86.6	-2.18	61	0	66	3.1	231
PAY	2021	3	18	8	2.2	0	96.42	67.7	-4.26	285	514.0300901	89	3.9	225
PAY	2021	3	18	9	1.8	0	96.4	65.8	-5.04	301	375.9422569	108	4.3	252
PAY	2021	3	18	10	3.8	0.6	96.35	60	-4.2	582	770.7999238	112	4.3	269
PAY	2021	3	18	11	3.6	1.4	96.29	60.1	-4.38	794	1000	102	5.3	288
PAY	2021	3	18	12	2.8	0.5	96.3	61.5	-4.9	228	166.6479929	116	5.2	296
PAY	2021	3	18	13	4.5	0.9	96.25	54.5	-4.6	434	514.3631008	108	5.6	288
PAY	2021	3	18	14	4.4	0.9	96.2	46.4	-6.32	576	866.4754323	98	5.1	249
PAY	2021	3	18	15	5	1.2	96.15	49.9	-5.02	510	983.0979782	86	4.9	265
PAY	2021	3	18	16	3.8	0.7	96.11	46.6	-6.88	299	825.906648	67	4.9	262
PAY	2021	3	18	17	2.6	0.5	96.1	60	-5.4	176	1000	24	4.4	251
PAY	2021	3	18	18	1.3	-0.5	96.1	65.9	-5.52	21	0	0	2.6	226
PAY	2021	3	18	19	0.1	-1.1	96.07	73.6	-5.18	0	0	0	1.5	228
PAY	2021	3	18	20	0.1	-1.6	96.05	70.6	-5.78	0	0	0	1.4	225
PAY	2021	3	18	21	-1.2	-2.1	96.01	81.7	-4.86	0	0	0	0.9	224
PAY	2021	3	18	22	-1.5	-2.3	95.96	82.9	-4.92	0	0	0	1.2	235
PAY	2021	3	18	23	-1.6	-2.3	95.91	86.4	-4.32	0	0	0	1.2	260
PAY	2021	3	19	0	-1.6	-2.2	95.87	87.4	-4.12	0	0	0	0.7	270
PAY	2021	3	19	1	-1.5	-2	95.85	89.2	-3.66	0	0	0	0.4	263
PAY	2021	3	19	2	-1.9	-2.3	95.8	90.1	-3.88	0	0	0	1	254
PAY	2021	3	19	3	-1.8	-2.4	95.78	87.3	-4.34	0	0	0	0.3	256
PAY	2021	3	19	4	-2.2	-2.6	95.73	91.1	-3.98	0	0	0	0.5	256
PAY	2021	3	19	5	-2.8	-2.9	95.68	92.4	-4.32	0	0	0	0.8	223
PAY	2021	3	19	6	-3.3	-3.5	95.71	94.4	-4.42	3	0	26	0.9	215
PAY	2021	3	19	7	-1.4	-3.3	95.74	81.2	-5.16	106	170.7608947	67	1.1	215
PAY	2021	3	19	8	0.1	-1.6	95.79	80.4	-3.82	284	498.6078766	91	2.2	219
PAY	2021	3	19	9	2.3	-0.2	95.78	64.8	-4.74	451	660.8744426	108	3.6	224
PAY	2021	3	19	10	3.8	0.7	95.76	54.9	-5.22	613	807.8635737	116	4.7	232
PAY	2021	3	19	11	4.8	1.3	95.75	53.4	-4.52	709	893.7198672	111	5.4	241
PAY	2021	3	19	12	4.5	1.2	95.77	46.7	-6.16	477	521.3570414	124	5.8	248
PAY	2021	3	19	13	6	1.5	95.75	38.6	-6.28	616	795.5262801	108	5.8	244
PAY	2021	3	19	14	6.7	1.6	95.74	41	-5.1	552	803.6261605	105	5.6	260
PAY	2021	3	19	15	5	1.6	95.76	44.5	-6.1	384	667.9193271	93	5.5	267
PAY	2021	3	19	16	5.1	1.5	95.79	47.4	-5.42	278	732.9156943	69	5.8	269
PAY	2021	3	19	17	3.7	1.3	95.89	59.7	-4.36	138	974.3461162	26	6	242
PAY	2021	3	19	18	1.9	0.8	95.98	79.6	-2.18	24	0	0	5	247
PAY	2021	3	19	19	1.7	0.2	96.07	74.5	-3.4	0	0	0	4.5	232
PAY	2021	3	19	20	1.6	-0.1	96.14	72.2	-3.96	0	0	0	6.1	251
PAY	2021	3	19	21	0.8	-0.3	96.2	75.4	-4.12	0	0	0	6.6	239
PAY	2021	3	19	22	0.7	-0.8	96.23	73.3	-4.64	0	0	0	5	227
PAY	2021	3	19	23	0.9	-0.7	96.27	74.1	-4.28	0	0	0	4.8	266
PAY	2021	3	20	0	1.2	-0.5	96.29	70.2	-4.76	0	0	0	5.5	293
PAY	2021	3	20	1	0.4	-0.9	96.31	73.9	-4.82	0	0	0	4.8	266
PAY	2021	3	20	2	0	-1.3	96.32	75	-5	0	0	0	4.4	256
PAY	2021	3	20	3	0	-1.5	96.31	72.7	-5.46	0	0	0	5.8	242
PAY	2021	3	20	4	-0.6	-1.8	96.36	71.5	-6.3	0	0	0	6.4	238
PAY	2021	3	20	5	-1.3	-2.5	96.37	74.7	-6.36	0	0	0	4.2	221
PAY	2021	3	20	6	-1.3	-2.7	96.42	72.8	-6.74	3	0	31	3.4	214
PAY	2021	3	20	7	-0.7	-2.6	96.47	69.1	-6.88	87	4.26886384	86	4.4	214
PAY	2021	3	20	8	0.5	-1.9	96.49	63.3	-6.84	260	356.3786791	120	5	233
PAY	2021	3	20	9	1.7	-1.3	96.52	56.5	-7	421	463.1926757	178	6.3	248
PAY	2021	3	20	10	1.9	-1	96.56	57.8	-6.54	414	433.436981	145	6.9	246
PAY	2021	3	20	11	2.6	-0.9	96.55	49.2	-7.56	397	409.305977	121	7.3	228
PAY	2021	3	20	12	3.5	-0.4	96.52	43	-7.9	614	721.3578704	122	7.9	233
PAY	2021	3	20	13	3.8	-0.4	96.46	41.5	-7.9	637	783.44533	133	7.7	228
PAY	2021	3	20	14	4	0	96.49	40.9	-7.82	611	625.9324094	260	7.8	232
PAY	2021	3	20	15	3.8	-0.2	96.49	41.4	-7.92	528	761.2883334	193	7.5	231
PAY	2021	3	20	16	3.4	-0.3	96.49	40.4	-8.52	358	839.673562	115	7	230
PAY	2021	3	20	17	2.7	-0.6	96.49	43.4	-8.62	177	1000	31	6	226
PAY	2021	3	20	18	1.5	-1.5	96.5	46.7	-9.16	22	0	0	5	224
PAY	2021	3	20	19	0.9	-2	96.55	48.5	-9.4	0	0	0	4	223
PAY	2021	3	20	20	0.2	-2.4	96.55	51.9	-9.42	0	0	0	3.7	223
PAY	2021	3	20	21	-0.8	-2.7	96.58	59.3	-8.94	0	0	0	3	226
PAY	2021	3	20	22	-0.7	-3	96.56	55.4	-9.62	0	0	0	2.7	222
PAY	2021	3	20	23	-1.4	-3.4	96.54	62	-9	0	0	0	1.8	228
PAY	2021	3	21	0	-1.1	-3.3	96.52	62.5	-8.6	0	0	0	1.5	259
PAY	2021	3	21	1	-0.4	-2.9	96.51	57.8	-8.84	0	0	0	2.2	272
PAY	2021	3	21	2	-0.6	-2.8	96.46	57.5	-9.1	0	0	0	2.3	272
PAY	2021	3	21	3	-1.5	-3	96.42	68	-7.9	0	0	0	2.1	255
PAY	2021	3	21	4	-2.9	-3.5	96.38	76.5	-7.6	0	0	0	1.8	224
PAY	2021	3	21	5	-1.9	-3.9	96.37	64	-9.1	0	0	0	1.1	220
PAY	2021	3	21	6	-2.2	-4	96.38	65.3	-9.14	4	0	33	1.9	219
PAY	2021	3	21	7	-1.9	-3.8	96.39	68.5	-8.2	69	0	93	2.1	231
PAY	2021	3	21	8	0.3	-2.4	96.38	57.9	-8.12	272	195.6914353	194	2.6	225
PAY	2021	3	21	9	2.9	-1.3	96.35	46.1	-7.88	432	305.5418873	270	3.6	247
PAY	2021	3	21	10	3.9	-0.2	96.35	42.1	-7.68	634	562.293284	282	4.4	239
PAY	2021	3	21	11	5.4	1.3	96.33	44	-5.8	704	535.7072552	340	4.9	241
PAY	2021	3	21	12	6.4	2.2	96.31	45.8	-4.44	728	675.4225126	264	5.1	275
PAY	2021	3	21	13	6.9	2.5	96.23	49.1	-3.28	484	493.8148087	164	4.8	307
PAY	2021	3	21	14	5.8	2.1	96.22	50.1	-4.18	230	206.9832348	113	4.5	313
PAY	2021	3	21	15	5.6	2.1	96.18	51.3	-4.14	191	211.5328474	97	4.7	313
PAY	2021	3	21	16	5.6	2	96.16	52.1	-3.98	176	340.5876576	76	4.3	305
PAY	2021	3	21	17	5.1	1.9	96.16	54.5	-4	88	486.7704049	28	3.7	307
PAY	2021	3	21	18	4.5	1.6	96.18	56.9	-4.12	9	0	0	3.4	298
PAY	2021	3	21	19	3.3	1.3	96.2	64.2	-3.86	0	0	0	2.9	280
PAY	2021	3	21	20	3.6	1.2	96.24	63.9	-3.62	0	0	0	2.7	299
PAY	2021	3	21	21	3.3	1.1	96.22	65.1	-3.68	0	0	0	2.4	302
PAY	2021	3	21	22	3.3	1.1	96.21	65.3	-3.64	0	0	0	2	300
PAY	2021	3	21	23	2.8	0.9	96.18	70.5	-3.1	0	0	0	1.8	300
PAY	2021	3	22	0	2.8	0.9	96.16	70.2	-3.16	0	0	0	1.7	305
PAY	2021	3	22	1	2.7	0.9	96.15	72.2	-2.86	0	0	0	1.5	311
PAY	2021	3	22	2	2.9	1	96.11	72.7	-2.56	0	0	0	1.9	308
PAY	2021	3	22	3	2.8	1.3	96.08	73.5	-2.5	0	0	0	2.1	297
PAY	2021	3	22	4	1.8	0.5	96.1	75.3	-3.14	0	0	0	1.8	242
PAY	2021	3	22	5	1.9	0.4	96.13	77.2	-2.66	0	0	0	2.4	296
PAY	2021	3	22	6	0.9	0.1	96.16	83	-2.5	7	0	34	2.7	258
PAY	2021	3	22	7	2.6	0.6	96.2	76.7	-2.06	118	138.2352362	84	2.9	239
PAY	2021	3	22	8	3.7	1.6	96.23	71.6	-1.98	279	405.6257005	115	4.7	245
PAY	2021	3	22	9	4.3	1.8	96.27	67.6	-2.18	218	61.59421469	185	5.6	254
PAY	2021	3	22	10	4.8	2.1	96.28	62.1	-2.78	340	253.4203715	180	5.8	264
PAY	2021	3	22	11	6.2	2.6	96.29	54	-3	592	639.7877776	154	6	276
PAY	2021	3	22	12	6.1	2.9	96.31	54.4	-3.02	636	750.1421774	117	6.1	284
PAY	2021	3	22	13	6.7	2.9	96.29	53.4	-2.62	617	764.538124	118	6.1	287
PAY	2021	3	22	14	6.1	2.6	96.27	53.7	-3.16	433	566.9380462	110	6.3	284
PAY	2021	3	22	15	6.6	3	96.29	52.1	-2.98	427	735.49666	97	5.9	267
PAY	2021	3	22	16	5.7	2.5	96.3	54.9	-3.32	209	466.7595866	70	6	292
PAY	2021	3	22	17	5.1	2.1	96.37	56.2	-3.66	86	447.4332547	29	6.3	299
