stn	time.yy	time.mm	time.dd	time.hh	tre200h0	wetbulb	prestahs	ure200h0	dew	gls	dni	str.diffus	fkl010h0	oli000h0
PAY	2021	2	25	19	8.6	6.6	97.21	71	2.8	0	0	0	1.5	280
PAY	2021	2	25	20	6.4	5.7	97.24	83.3	3.06	0	0	0	2.4	277
PAY	2021	2	25	21	6.4	5.5	97.3	83.5	3.1	0	0	0	2.2	275
PAY	2021	2	25	22	5.3	4.6	97.33	86.9	2.68	0	0	0	1.3	273
PAY	2021	2	25	23	4.4	3.6	97.33	88	2	0	0	0	1.5	271
PAY	2021	2	26	0	5.7	3.7	97.34	75.5	0.8	0	0	0	1.9	271
PAY	2021	2	26	1	4	3.2	97.34	82	0.4	0	0	0	1.4	271
PAY	2021	2	26	2	4.1	2.5	97.33	81.3	0.36	0	0	0	1.1	265
PAY	2021	2	26	3	3.1	2.1	97.29	86.1	0.32	0	0	0	1	262
PAY	2021	2	26	4	1.4	1.7	97.3	93.5	0.1	0	0	0	0.8	261
PAY	2021	2	26	5	2.7	1.4	97.29	84.9	-0.32	0	0	0	1.3	257
PAY	2021	2	26	6	1.9	0.7	97.27	87.7	-0.56	0	0	0	1.5	256
PAY	2021	2	26	7	1.8	0.6	97.29	86.4	-0.92	16	64.81211019	9	1.2	254
PAY	2021	2	26	8	3.3	1.4	97.3	85.5	0.4	133	311.2382793	50	1.1	254
PAY	2021	2	26	9	7.2	3.9	97.29	67.7	0.74	276	502.8062416	75	1.1	259
PAY	2021	2	26	10	8.6	5.3	97.27	66.7	1.94	411	377.3720833	223	1.4	265
PAY	2021	2	26	11	10.1	6.3	97.25	56.7	1.44	524	457.4483874	270	1.4	270
PAY	2021	2	26	12	12.4	7.7	97.17	51.4	2.68	555	631.2921957	197	1.6	285
PAY	2021	2	26	13	13.7	7.9	97.09	47.6	3.22	559	613.6288467	232	1.9	294
PAY	2021	2	26	14	13.8	8.5	97.05	47.6	3.32	330	389.0035141	153	1.6	321
PAY	2021	2	26	15	13.5	8.7	97.05	53	4.1	195	194.8335137	129	1.8	330
PAY	2021	2	26	16	13.5	8.6	97.05	50.4	3.58	84	98.92857362	65	1.7	339
PAY	2021	2	26	17	11.9	8.3	97.05	60	3.9	29	0	0	1.7	338
PAY	2021	2	26	18	11.9	8.3	97.06	61.7	4.24	1	0	0	1.6	337
PAY	2021	2	26	19	10.7	8	97.04	67.8	4.26	0	0	0	1.5	329
PAY	2021	2	26	20	10.3	7.5	97.02	65.5	3.4	0	0	0	1.3	317
PAY	2021	2	26	21	7.8	6.5	97.03	77.3	3.26	0	0	0	1.6	281
PAY	2021	2	26	22	8.1	6.5	97.07	78	3.7	0	0	0	1.8	311
PAY	2021	2	26	23	8.5	6.7	97.1	76.1	3.72	0	0	0	3.7	305
PAY	2021	2	27	0	7.9	6.3	97.15	78.7	3.64	0	0	0	4	303
PAY	2021	2	27	1	7.2	5.9	97.19	83.9	3.98	0	0	0	4	338
PAY	2021	2	27	2	6.8	5.9	97.15	84.2	3.64	0	0	0	5.9	335
PAY	2021	2	27	3	6.1	5.2	97.13	84.8	3.06	0	0	0	6.3	334
PAY	2021	2	27	4	5.8	4.9	97.12	84.6	2.72	0	0	0	4.8	324
PAY	2021	2	27	5	5.9	4.6	97.12	80	1.9	0	0	0	6.1	326
PAY	2021	2	27	6	5.6	4.1	97.15	73.5	0.3	0	0	0	7	329
PAY	2021	2	27	7	5.3	3.4	97.19	71.2	-0.46	2	0	9	7.2	328
PAY	2021	2	27	8	5.2	3.3	97.23	72.6	-0.28	24	0	54	6.2	326
PAY	2021	2	27	9	5.2	3.3	97.22	74.3	0.06	59	0	83	7.2	325
PAY	2021	2	27	10	5.6	3.6	97.2	74.1	0.42	159	0	204	7.1	325
PAY	2021	2	27	11	5.7	3.8	97.19	74	0.5	172	32.10106111	154	7.3	327
PAY	2021	2	27	12	5.8	3.7	97.18	72.1	0.22	116	110.0549107	53	7.9	327
PAY	2021	2	27	13	6	3.8	97.16	70.2	0.04	137	0	157	8.1	327
PAY	2021	2	27	14	6.5	3.9	97.15	68.8	0.26	211	308.6993995	69	8.7	325
PAY	2021	2	27	15	6.8	4.3	97.14	65	-0.2	394	748.1340155	137	8.9	292
PAY	2021	2	27	16	6.8	4.1	97.15	64	-0.4	226	803.6169048	68	8.6	272
PAY	2021	2	27	17	6.6	3.8	97.16	61.6	-1.08	67	0	0	7.6	319
PAY	2021	2	27	18	6.2	3.5	97.18	62.8	-1.24	1	0	0	6.9	324
PAY	2021	2	27	19	5.8	3.3	97.19	64.8	-1.24	0	0	0	6.3	323
PAY	2021	2	27	20	5.4	2.9	97.2	63.3	-1.94	0	0	0	5.7	323
PAY	2021	2	27	21	5	2.6	97.21	65	-2	0	0	0	5.3	322
PAY	2021	2	27	22	4.7	2.4	97.23	65.8	-2.14	0	0	0	5.8	320
PAY	2021	2	27	23	4.4	2.3	97.23	68.1	-1.98	0	0	0	5	320
PAY	2021	2	28	0	4.1	2	97.24	68.3	-2.24	0	0	0	4.3	317
PAY	2021	2	28	1	3.9	1.9	97.23	68.3	-2.44	0	0	0	4.1	318
PAY	2021	2	28	2	3.5	1.6	97.19	70.5	-2.4	0	0	0	3.9	317
PAY	2021	2	28	3	3.3	1.4	97.17	70.5	-2.6	0	0	0	4	316
PAY	2021	2	28	4	3	1.3	97.18	73.8	-2.24	0	0	0	3	316
PAY	2021	2	28	5	2.9	1.2	97.2	73	-2.5	0	0	0	3.6	315
PAY	2021	2	28	6	2.6	1.1	97.2	74.5	-2.5	0	0	0	3.6	315
PAY	2021	2	28	7	2.5	1	97.22	75.4	-2.42	6	0	45	3.3	314
PAY	2021	2	28	8	2.7	1.1	97.25	76.2	-2.06	40	0	62	3.4	314
PAY	2021	2	28	9	3.2	1.3	97.27	75.7	-1.66	100	0	175	3.2	315
PAY	2021	2	28	10	3.6	1.7	97.29	75.2	-1.36	180	0	259	3.4	315
PAY	2021	2	28	11	4.1	2.1	97.3	72.5	-1.4	267	261.3856271	119	3.1	315
PAY	2021	2	28	12	5	2.6	97.27	69.9	-1.02	346	598.8299107	0	2.7	307
PAY	2021	2	28	13	5.9	3.1	97.2	66.5	-0.8	550	1000	0	2.9	258
PAY	2021	2	28	14	6.3	3.7	97.16	64.3	-0.84	519	939.8410768	82	3.1	253
PAY	2021	2	28	15	6.8	4	97.14	65.2	-0.16	400	996.3155114	53	3.6	255
PAY	2021	2	28	16	6.2	4	97.13	66	-0.6	241	850.0799857	70	4.2	254
PAY	2021	2	28	17	5.4	3.4	97.15	69.8	-0.64	80	0	0	3.3	253
PAY	2021	2	28	18	4	2.6	97.19	76.1	-0.78	2	0	0	1.9	251
PAY	2021	2	28	19	1.7	1.6	97.21	86.2	-1.06	0	0	0	1.5	248
PAY	2021	2	28	20	1.5	0.8	97.22	86.8	-1.14	0	0	0	1	246
PAY	2021	2	28	21	0.3	0	97.23	92.9	-1.12	0	0	0	1.1	244
PAY	2021	2	28	22	-0.6	-0.3	97.24	94.7	-1.66	0	0	0	1.1	243
PAY	2021	2	28	23	-0.4	-0.9	97.21	93.6	-1.68	0	0	0	1.9	241
PAY	2021	3	1	0	-1.1	-1.2	97.22	95.7	-1.96	0	0	0	1.1	239
PAY	2021	3	1	1	-1	-1.5	97.21	94.5	-2.1	0	0	0	1.1	239
PAY	2021	3	1	2	-2	-1.8	97.19	98.1	-2.38	0	0	0	1.6	237
PAY	2021	3	1	3	-2	-2.1	97.19	96.7	-2.66	0	0	0	0.9	237
PAY	2021	3	1	4	-2.2	-2.2	97.17	97.5	-2.7	0	0	0	1	237
PAY	2021	3	1	5	-2.5	-2.3	97.17	97.5	-3	0	0	0	1.2	236
PAY	2021	3	1	6	-2	-2.4	97.17	95.7	-2.86	0	0	0	1.2	235
PAY	2021	3	1	7	-2.6	-2.7	97.2	96.9	-3.22	21	0	62	1.2	235
PAY	2021	3	1	8	-0.3	-1.6	97.23	92.8	-1.74	146	7.058139007	144	0.4	236
PAY	2021	3	1	9	1.9	0.3	97.22	86.5	-0.8	302	396.1269594	137	0.7	239
PAY	2021	3	1	10	3.9	1.9	97.2	80.3	-0.04	444	369.0188608	254	1	244
PAY	2021	3	1	11	5.7	3.2	97.18	73.4	0.38	565	713.6561443	157	1.6	248
PAY	2021	3	1	12	7.1	4.3	97.14	67	0.5	616	696.2252857	210	1.4	253
PAY	2021	3	1	13	9.1	5.2	97.07	62.2	1.54	600	871.5769937	122	2	257
PAY	2021	3	1	14	9.7	6	97.01	57.7	1.24	534	878.8340796	121	2.3	261
PAY	2021	3	1	15	10.1	6.5	96.99	58.2	1.74	412	733.6373952	153	2.4	263
PAY	2021	3	1	16	10.3	6.4	96.98	54	1.1	254	870.2146438	75	2.8	263
PAY	2021	3	1	17	8.3	5.8	97	57.9	-0.12	86	1000	0	2.2	262
PAY	2021	3	1	18	6.3	4.3	97.05	64.1	-0.88	2	0	0	1.1	260
PAY	2021	3	1	19	4.3	3	97.08	76.7	-0.36	0	0	0	1	258
PAY	2021	3	1	20	2.9	2.4	97.1	83	-0.5	0	0	0	1.4	255
PAY	2021	3	1	21	2.3	1.7	97.12	85.7	-0.56	0	0	0	1.4	254
PAY	2021	3	1	22	1.6	1.2	97.14	88.3	-0.74	0	0	0	1.6	251
PAY	2021	3	1	23	0.4	0.3	97.17	91.8	-1.24	0	0	0	1.7	248
PAY	2021	3	2	0	0.8	0.1	97.2	90.1	-1.18	0	0	0	1.6	246
PAY	2021	3	2	1	0.2	-0.1	97.22	91.4	-1.52	0	0	0	1.4	244
PAY	2021	3	2	2	-0.4	-0.6	97.22	93.5	-1.7	0	0	0	1.4	242
PAY	2021	3	2	3	-0.9	-1	97.22	94.7	-1.96	0	0	0	1.5	240
PAY	2021	3	2	4	-1.3	-1.1	97.24	93.8	-2.54	0	0	0	1.5	238
PAY	2021	3	2	5	-1	-1.5	97.25	94.1	-2.18	0	0	0	1.3	238
PAY	2021	3	2	6	-2.1	-1.9	97.27	95.8	-2.94	0	0	0	1.5	237
PAY	2021	3	2	7	-1.2	-1.8	97.32	95.4	-2.12	24	0	50	1.6	236
PAY	2021	3	2	8	1.1	-0.5	97.37	87.1	-1.48	170	131.4921704	132	1.1	237
PAY	2021	3	2	9	3.4	1.2	97.41	81.4	-0.32	326	277.1369556	209	1.5	241
PAY	2021	3	2	10	7.1	3.7	97.4	71.6	1.42	464	390.0293737	261	1.3	248
PAY	2021	3	2	11	9	5.1	97.38	58.8	0.76	577	564.7966762	251	1.4	256
PAY	2021	3	2	12	10.6	6	97.31	53.1	1.22	615	608.3335849	257	1.9	261
PAY	2021	3	2	13	12.2	6.8	97.27	45.6	1.32	599	708.0972426	207	1.7	266
PAY	2021	3	2	14	13.6	7.5	97.23	46.1	2.82	534	996.0016067	61	1.8	270
PAY	2021	3	2	15	13.8	7.6	97.21	41.7	2.14	347	846.8964258	44	1.3	273
PAY	2021	3	2	16	12.8	7.4	97.18	41.7	1.14	214	856.2176656	34	1.6	273
PAY	2021	3	2	17	10.6	7	97.21	57.5	2.1	40	945.1808842	0	1.1	281
PAY	2021	3	2	18	7.6	5.9	97.26	67.9	1.18	1	0	0	0.9	280
PAY	2021	3	2	19	6.2	4.4	97.27	70.1	0.22	0	0	0	1.1	278
PAY	2021	3	2	20	5.6	3.8	97.28	74.3	0.46	0	0	0	1.5	280
PAY	2021	3	2	21	4.3	3.5	97.33	82.4	0.78	0	0	0	1.5	286
PAY	2021	3	2	22	4.3	3	97.32	81.4	0.58	0	0	0	1.9	285
PAY	2021	3	2	23	3.3	2.7	97.32	85.7	0.44	0	0	0	2	277
PAY	2021	3	3	0	4.1	2.3	97.32	79.4	-0.02	0	0	0	1.6	282
PAY	2021	3	3	1	3	2.1	97.33	84.1	-0.18	0	0	0	1.3	281
PAY	2021	3	3	2	3.5	2.1	97.3	80.6	-0.38	0	0	0	1.3	293
PAY	2021	3	3	3	3.6	2.2	97.29	79.8	-0.44	0	0	0	1.4	295
PAY	2021	3	3	4	3.8	2	97.3	75.4	-1.12	0	0	0	1.9	286
PAY	2021	3	3	5	2.4	1.5	97.33	83.7	-0.86	0	0	0	1.2	277
PAY	2021	3	3	6	2	1	97.31	84	-1.2	0	0	0	1.1	277
PAY	2021	3	3	7	1.4	0.8	97.35	85.9	-1.42	11	0	64	1.5	275
PAY	2021	3	3	8	2.6	1.3	97.37	83.9	-0.62	65	0	83	1.4	274
PAY	2021	3	3	9	4.5	2.5	97.37	82.1	0.92	137	0	163	0.9	275
PAY	2021	3	3	10	5.5	3.3	97.35	72.1	-0.08	205	163.4735908	119	0.8	277
PAY	2021	3	3	11	7.1	3.8	97.31	65.1	0.12	237	164.7514691	141	0.8	280
PAY	2021	3	3	12	7.6	4.8	97.27	65.7	0.74	245	144.8210166	159	1.1	285
PAY	2021	3	3	13	8.5	5.3	97.19	63.1	1.12	222	0	250	0.8	290
PAY	2021	3	3	14	8.5	5.5	97.14	65.2	1.54	186	145.8804498	116	1.4	291
PAY	2021	3	3	15	8.7	5.8	97.1	65.8	1.86	152	193.0998724	82	1.3	291
PAY	2021	3	3	16	8.3	5.9	97.04	69.6	2.22	103	111.7586564	79	1.3	290
PAY	2021	3	3	17	7.5	5.6	97.01	73.3	2.16	36	771.6078141	0	0.8	295
PAY	2021	3	3	18	6	4.9	97.03	82.3	2.46	1	0	0	0.9	300
PAY	2021	3	3	19	5.8	4.4	97.01	79.6	1.72	0	0	0	0.9	306
PAY	2021	3	3	20	4.7	4	96.99	85.6	1.82	0	0	0	0.6	301
PAY	2021	3	3	21	4.8	3.7	96.97	83.9	1.58	0	0	0	1	305
PAY	2021	3	3	22	4.4	3.5	96.94	86.9	1.78	0	0	0	1.2	306
PAY	2021	3	3	23	4.2	3.4	96.88	86.4	1.48	0	0	0	1.2	315
PAY	2021	3	4	0	4.9	3.4	96.84	78.6	0.62	0	0	0	1.5	311
PAY	2021	3	4	1	4.4	3.3	96.8	83.1	1.02	0	0	0	1.7	314
PAY	2021	3	4	2	4.3	3.3	96.74	85.5	1.4	0	0	0	0.8	320
PAY	2021	3	4	3	3.6	3.2	96.68	87.7	1.14	0	0	0	1.1	306
PAY	2021	3	4	4	3.6	2.9	96.64	88.2	1.24	0	0	0	0.9	313
PAY	2021	3	4	5	3.8	3	96.6	86.9	1.18	0	0	0	0.9	313
PAY	2021	3	4	6	3.3	2.9	96.58	90.8	1.46	0	0	0	1.2	308
PAY	2021	3	4	7	2.8	2.5	96.54	92.2	1.24	12	0	57	0.7	281
PAY	2021	3	4	8	5.5	3	96.53	77.7	1.04	160	279.6862142	76	1.1	265
PAY	2021	3	4	9	8	4.6	96.48	65.1	1.02	300	237.5940155	197	1	287
PAY	2021	3	4	10	8.6	5.3	96.42	65.9	1.78	310	370.515217	113	1.7	308
PAY	2021	3	4	11	12.1	6.3	96.37	45.9	1.28	319	256.7186141	168	1.2	289
PAY	2021	3	4	12	14.1	6.7	96.3	38.2	1.74	582	562.441661	245	4.2	307
PAY	2021	3	4	13	14.3	7	96.19	32.5	0.8	569	847.6736809	91	4.1	300
PAY	2021	3	4	14	13.6	6.8	96.14	36.5	0.9	327	338.2992638	163	4.1	323
PAY	2021	3	4	15	13.3	6.9	96.09	38.5	1	128	32.67762259	116	3.4	339
PAY	2021	3	4	16	12.5	7	96.05	45.1	1.52	121	364.8631455	41	2.7	324
PAY	2021	3	4	17	10.9	7.3	96.08	60.4	2.98	39	764.8967663	0	3.1	335
PAY	2021	3	4	18	9.6	6.8	96.13	64.4	2.48	1	0	0	2.3	340
PAY	2021	3	4	19	7.8	6.5	96.13	83.2	4.44	0	0	0	1.7	341
PAY	2021	3	4	20	8	6.5	96.12	80.8	4.16	0	0	0	2.2	328
PAY	2021	3	4	21	7.6	6.3	96.14	83.3	4.26	0	0	0	1.6	317
PAY	2021	3	4	22	5.6	5.7	96.14	94.1	4.42	0	0	0	1	311
PAY	2021	3	4	23	5.3	5.2	96.12	94.4	4.18	0	0	0	1.2	302
PAY	2021	3	5	0	6.3	5.2	96.11	87.4	3.78	0	0	0	1.4	311
PAY	2021	3	5	1	5.3	5	96.13	94.7	4.24	0	0	0	1.1	323
PAY	2021	3	5	2	5.3	5.1	96.12	96.5	4.6	0	0	0	0.9	329
PAY	2021	3	5	3	5.8	5.2	96.08	92.7	4.34	0	0	0	1.6	330
PAY	2021	3	5	4	5	5.1	96.1	96.6	4.32	0	0	0	1.6	315
PAY	2021	3	5	5	4.1	4.5	96.1	97.9	3.68	0	0	0	1.2	295
PAY	2021	3	5	6	4.3	4.2	96.1	96.6	3.62	0	0	0	1.4	309
PAY	2021	3	5	7	5.2	4.3	96.12	92.6	3.72	11	0	27	1.3	316
PAY	2021	3	5	8	5.5	5	96.18	92.6	4.02	81	39.20961625	69	1.1	310
PAY	2021	3	5	9	7.5	5.9	96.18	83.1	4.12	200	334.6955051	53	1.2	294
PAY	2021	3	5	10	8.9	6.1	96.19	65.1	1.92	334	359.1962403	141	2.2	297
PAY	2021	3	5	11	8.6	6.1	96.19	63.1	1.22	294	74.11313652	250	2.7	316
PAY	2021	3	5	12	8.8	6	96.2	72.9	3.38	320	324.2342151	124	3.3	305
PAY	2021	3	5	13	7.2	5.8	96.23	73.2	1.84	106	0	248	5.5	327
PAY	2021	3	5	14	6.3	4.9	96.26	77.4	1.78	114	0	171	5.3	325
PAY	2021	3	5	15	6.6	4.6	96.29	74.3	1.46	116	29.57569224	105	4.7	323
PAY	2021	3	5	16	6.3	4.4	96.34	75.5	1.4	150	384.3376026	64	4.8	293
PAY	2021	3	5	17	5.1	3.9	96.41	75.2	0.14	72	1000	0	4.9	311
PAY	2021	3	5	18	4.5	3.1	96.5	77.5	0	2	0	0	5.7	317
PAY	2021	3	5	19	4.2	2.9	96.56	79.7	0.14	0	0	0	5.3	321
PAY	2021	3	5	20	3.6	2.6	96.57	80	-0.4	0	0	0	5.2	297
PAY	2021	3	5	21	2.9	2	96.6	82.7	-0.56	0	0	0	4.8	252
PAY	2021	3	5	22	2.5	1.5	96.62	81.8	-1.14	0	0	0	4.5	247
PAY	2021	3	5	23	2.4	1.3	96.64	81.9	-1.22	0	0	0	4.4	283
PAY	2021	3	6	0	2.2	1.3	96.64	82.9	-1.22	0	0	0	4.9	302
PAY	2021	3	6	1	2.3	1	96.65	78.7	-1.96	0	0	0	3.7	294
PAY	2021	3	6	2	2.2	1	96.64	79.6	-1.88	0	0	0	4.3	292
PAY	2021	3	6	3	2	0.8	96.63	78.5	-2.3	0	0	0	4	309
PAY	2021	3	6	4	1.7	0.5	96.64	77.3	-2.84	0	0	0	5	308
PAY	2021	3	6	5	1.4	0.2	96.68	77.2	-3.16	0	0	0	4.4	308
PAY	2021	3	6	6	1	-0.2	96.71	78.2	-3.36	0	0	0	4.5	307
PAY	2021	3	6	7	0.9	-0.3	96.76	78	-3.5	10	0	59	3.8	307
PAY	2021	3	6	8	1.2	-0.3	96.81	78	-3.2	49	0	131	4.4	307
PAY	2021	3	6	9	1.7	0.1	96.84	77.3	-2.84	113	0	226	3.2	308
PAY	2021	3	6	10	2.4	0.7	96.85	74.6	-2.68	195	0	205	2.9	309
PAY	2021	3	6	11	3.5	1.4	96.85	71.8	-2.14	290	30.04123485	272	3.5	311
PAY	2021	3	6	12	4	1.8	96.84	70.3	-1.94	257	282.051114	85	2.8	314
PAY	2021	3	6	13	4	1.9	96.83	69.6	-2.08	204	142.8211606	122	3.1	316
PAY	2021	3	6	14	4.4	2.1	96.81	67.7	-2.06	218	28.3057888	204	2.8	298
PAY	2021	3	6	15	4.6	2.5	96.8	67.9	-1.82	277	366.4215382	139	2.6	283
PAY	2021	3	6	16	4.7	2.5	96.79	67.6	-1.78	214	573.9281683	83	2.7	270
PAY	2021	3	6	17	4.1	2	96.79	66.7	-2.56	92	1000	7	2.5	249
PAY	2021	3	6	18	2.7	1.4	96.81	74.4	-2.42	4	0	0	2	249
PAY	2021	3	6	19	2.3	1	96.82	75.4	-2.62	0	0	0	2	259
PAY	2021	3	6	20	1.3	0.4	96.8	79.4	-2.82	0	0	0	2.7	247
PAY	2021	3	6	21	-0.3	-0.6	96.82	87.3	-2.84	0	0	0	1.1	248
PAY	2021	3	6	22	-0.2	-1.2	96.82	87.1	-2.78	0	0	0	1.5	256
PAY	2021	3	6	23	0.3	-0.9	96.8	86.6	-2.38	0	0	0	1.7	289
PAY	2021	3	7	0	0.4	-0.2	96.77	91.4	-1.32	0	0	0	1.7	299
PAY	2021	3	7	1	1.1	0.2	96.73	85.6	-1.78	0	0	0	1.4	310
PAY	2021	3	7	2	0.8	0.1	96.68	86.4	-1.92	0	0	0	2	283
PAY	2021	3	7	3	0.3	-0.1	96.63	91.7	-1.36	0	0	0	1.7	282
PAY	2021	3	7	4	1	0.2	96.61	86.8	-1.64	0	0	0	1.6	309
PAY	2021	3	7	5	1.3	0.4	96.58	87.4	-1.22	0	0	0	1.1	312
PAY	2021	3	7	6	1.2	0.5	96.58	88.3	-1.14	0	0	0	1	312
PAY	2021	3	7	7	1.5	0.7	96.58	88.2	-0.86	8	0	71	1	318
PAY	2021	3	7	8	2.3	1.2	96.59	87.5	-0.2	51	0	162	0.8	317
PAY	2021	3	7	9	3	1.6	96.57	79.6	-1.08	202	15.53402582	195	1.1	288
PAY	2021	3	7	10	4.9	2.3	96.53	76.7	0.24	369	167.713471	277	1.1	267
PAY	2021	3	7	11	7.3	3.9	96.46	68.2	0.94	528	368.8029678	305	1.3	275
PAY	2021	3	7	12	8.2	5.4	96.39	68.3	1.86	656	728.309606	208	2	271
PAY	2021	3	7	13	8.8	6	96.28	67	2.2	468	564.527816	141	2.5	292
PAY	2021	3	7	14	8.7	6.2	96.22	75.9	3.88	272	112.1158601	216	2.1	319
PAY	2021	3	7	15	9.8	6.4	96.15	59.9	1.78	157	0	167	2.3	310
PAY	2021	3	7	16	8.9	6.6	96.1	72.6	3.42	139	214.8419329	89	1.8	315
PAY	2021	3	7	17	8.9	6.3	96.08	62	1.3	53	797.510129	2	2	325
PAY	2021	3	7	18	7.7	5.6	96.11	71.2	1.94	1	0	0	1.7	325
PAY	2021	3	7	19	6.8	5.3	96.11	75	1.8	0	0	0	2.3	303
PAY	2021	3	7	20	4.5	4.5	96.1	87.4	1.98	0	0	0	1.2	285
PAY	2021	3	7	21	5	4.3	96.1	86.8	2.36	0	0	0	1.4	311
PAY	2021	3	7	22	4.8	4.1	96.09	89.2	2.64	0	0	0	1.5	312
PAY	2021	3	7	23	4.8	3.9	96.08	88.8	2.56	0	0	0	1.4	313
PAY	2021	3	8	0	4.6	3.9	96.04	88.8	2.36	0	0	0	1.2	307
PAY	2021	3	8	1	4.2	3.7	96.03	91.7	2.54	0	0	0	1.2	308
PAY	2021	3	8	2	4	3.6	96	93.3	2.66	0	0	0	1.3	316
PAY	2021	3	8	3	4.2	3.8	95.95	93.8	2.96	0	0	0	1	324
PAY	2021	3	8	4	4.2	3.9	95.96	96.6	3.52	0	0	0	1	333
PAY	2021	3	8	5	4.3	4.1	95.97	95.7	3.44	0	0	0	1.9	327
PAY	2021	3	8	6	4.3	4	95.99	96.8	3.66	0	0	0	1	322
PAY	2021	3	8	7	4.2	3.9	96	92.7	2.74	6	36.56397977	0	1.6	332
PAY	2021	3	8	8	4.5	3.9	96.04	94.9	3.48	68	0	145	1.4	314
PAY	2021	3	8	9	5.2	4.1	96.05	86.2	2.44	172	0	192	2.2	303
PAY	2021	3	8	10	6.6	4.6	96.04	80.5	2.7	413	252.627828	273	3	284
PAY	2021	3	8	11	8.4	5.2	96.01	69.2	2.24	553	609.7040379	181	3.2	268
PAY	2021	3	8	12	9.6	5.8	95.97	57.3	1.06	630	897.789514	73	3.2	267
PAY	2021	3	8	13	9.9	5.6	95.9	50.5	0	624	881.3549069	109	3.4	264
PAY	2021	3	8	14	10.2	5.8	95.85	46.9	-0.42	569	919.997487	105	3.8	265
PAY	2021	3	8	15	10.6	5.8	95.83	49	0.4	443	803.2279621	133	3.6	263
PAY	2021	3	8	16	9.8	5.4	95.79	48.5	-0.5	279	1000	27	4.7	262
PAY	2021	3	8	17	8.2	4.7	95.82	54.5	-0.9	102	1000	10	4.4	259
PAY	2021	3	8	18	5.8	4	95.86	67.6	-0.68	6	0	0	3.2	256
PAY	2021	3	8	19	5	3.1	95.9	68.9	-1.22	0	0	0	2	253
PAY	2021	3	8	20	3.1	2.2	95.9	77.6	-1.38	0	0	0	1.6	250
PAY	2021	3	8	21	3.7	1.6	95.91	69.2	-2.46	0	0	0	1.9	248
PAY	2021	3	8	22	1.4	1	95.94	82.2	-2.16	0	0	0	1.5	246
PAY	2021	3	8	23	1.1	0.3	95.92	80.7	-2.76	0	0	0	0.9	240
PAY	2021	3	9	0	0.7	-0.4	95.9	80.9	-3.12	0	0	0	1.1	237
PAY	2021	3	9	1	-0.1	-0.8	95.91	85	-3.1	0	0	0	0.8	235
PAY	2021	3	9	2	-0.9	-1.3	95.88	86	-3.7	0	0	0	1.1	236
PAY	2021	3	9	3	-1.3	-1.6	95.85	87.4	-3.82	0	0	0	1.3	245
PAY	2021	3	9	4	-0.5	-1.8	95.85	83.2	-3.86	0	0	0	1.5	249
PAY	2021	3	9	5	-1.4	-2	95.86	87.4	-3.92	0	0	0	1.3	234
PAY	2021	3	9	6	-1.9	-2.4	95.88	89	-4.1	0	0	5	1.6	248
PAY	2021	3	9	7	-1.4	-2.1	95.91	90.2	-3.36	48	282.5580223	0	1.1	238
PAY	2021	3	9	8	0.6	-1.1	95.95	82.3	-2.94	154	0	156	0.8	241
PAY	2021	3	9	9	2.7	0.4	95.96	67.7	-3.76	347	324.6265875	197	1.2	253
PAY	2021	3	9	10	3.5	0.6	95.96	63.3	-3.84	355	244.7342752	218	1.5	267
PAY	2021	3	9	11	5	2	95.95	60.5	-2.9	454	425.6053557	192	1.6	268
PAY	2021	3	9	12	6.7	2.9	95.94	55.6	-2.18	581	584.9583653	215	1.6	274
PAY	2021	3	9	13	8.9	3.7	95.88	51.3	-0.84	511	607.4074147	153	2.2	288
PAY	2021	3	9	14	7.2	3.6	95.85	54.5	-1.9	344	424.1992163	128	2.5	299
PAY	2021	3	9	15	7.3	3.8	95.85	53.2	-2.06	294	471.0951156	110	2.3	295
PAY	2021	3	9	16	7.8	4.1	95.86	58.2	-0.56	174	471.7684763	60	1.9	294
PAY	2021	3	9	17	7.2	3.9	95.91	54.8	-1.84	96	1000	10	1.8	287
PAY	2021	3	9	18	5.7	2.7	96	49	-4.5	8	0	0	2.3	255
PAY	2021	3	9	19	4.9	1.7	96.07	51.3	-4.84	0	0	0	2.4	264
PAY	2021	3	9	20	3.8	0.9	96.09	56.1	-4.98	0	0	0	1.7	250
PAY	2021	3	9	21	1.8	0.2	96.11	65.8	-5.04	0	0	0	1	239
PAY	2021	3	9	22	0.6	-0.5	96.15	73.8	-4.64	0	0	0	1.4	240
PAY	2021	3	9	23	-0.1	-1.1	96.15	77.9	-4.52	0	0	0	1.5	240
PAY	2021	3	10	0	-0.4	-1.5	96.14	80.1	-4.38	0	0	0	1.6	236
PAY	2021	3	10	1	-1.5	-2.1	96.18	84.8	-4.54	0	0	0	2.1	232
PAY	2021	3	10	2	-2.3	-2.3	96.15	87.7	-4.76	0	0	0	2.1	231
PAY	2021	3	10	3	-1.6	-2.6	96.15	85.3	-4.54	0	0	0	1.1	229
PAY	2021	3	10	4	-2.5	-2.9	96.19	88.8	-4.74	0	0	0	1.3	229
PAY	2021	3	10	5	-2.5	-3.1	96.26	90.1	-4.48	0	0	0	1.5	228
PAY	2021	3	10	6	-2.3	-3	96.28	88.3	-4.64	1	0	8	1.2	230
PAY	2021	3	10	7	-1.9	-2.8	96.33	87.8	-4.34	40	0	64	1.5	230
